88.50,-73.73,-77.52
89.85,-75.84,-74.99
93.71,-75.25,-78.91
97.11,-75.71,-78.73
98.28,-76.68,-76.44
99.00,-76.75,-71.31
99.02,-76.00,-60.31
98.91,-74.37,-52.09
97.66,-72.46,-49.53
94.63,-70.92,-51.58
90.47,-69.91,-64.07
74.20,-68.48,-83.91
-82.51,-109.96,-93.20
114.27,-105.96,-91.63
102.14,-77.33,-89.17
102.31,-101.13,-93.13
103.51,-100.93,-97.14
119.13,-103.10,-103.23
119.60,-105.50,-99.43
102.55,-72.04,-84.23
96.35,-72.36,-77.20
90.97,-71.68,-73.10
88.95,-69.40,-74.09
93.02,-68.18,-78.38
94.37,-69.67,-77.54
96.85,-71.37,-77.74
128.83,-101.62,-102.35
150.47,-102.30,-104.21
