10.04,-15.35,3.58
5.81,-40.31,-1.09
12.88,-75.88,19.29
-21.27,-45.58,47.38
-37.83,16.43,74.23
-25.75,81.37,71.48
14.28,115.70,31.27
37.69,119.27,-12.13
54.78,98.51,-51.67
10.48,66.03,-76.32
-12.20,21.11,-81.36
-35.71,-26.52,-53.79
-30.42,-45.53,-21.62
-15.63,-53.00,-7.32
-4.57,-47.90,4.52
2.22,-16.40,8.47
6.66,6.80,11.04
5.13,8.97,10.48
