-62.68,-68.60,-88.78
54.25,-66.99,-83.54
73.62,-61.17,-76.35
39.74,-42.29,-82.02
60.88,-22.13,-80.35
77.86,-0.25,-77.57
90.25,19.05,-65.40
94.01,36.22,-49.79
96.92,50.53,-26.55
100.37,58.20,-8.15
102.13,60.75,5.78
103.17,62.12,19.02
103.17,64.51,32.53
102.22,67.53,45.08
99.04,71.57,53.15
90.96,76.03,45.75
73.10,75.35,15.23
43.36,64.93,-10.18
17.79,47.74,-18.86
1.67,24.67,-21.41
-9.26,-2.71,-20.63
-15.56,-33.59,-15.77
3.00,-55.78,6.17
36.81,-68.96,8.37
67.52,-77.73,-21.13
80.32,-77.16,-53.55
81.44,-73.15,-68.34
79.49,-73.68,-61.35
71.08,-71.21,-67.04
72.60,-70.07,-69.50
75.14,-70.33,-71.38
