-77.37,-108.07,-126.94
-67.41,-116.63,-117.75
-52.03,-130.39,-107.03
-33.58,-147.77,-101.28
-14.16,-166.18,-93.87
4.13,4.06,-87.55
21.70,22.07,-80.95
38.36,40.58,-72.83
56.59,60.67,-68.90
78.32,79.36,-83.19
97.82,95.70,155.22
120.40,109.46,144.56
135.58,117.51,143.41
140.87,119.78,144.60
138.35,117.82,153.54
124.88,110.23,172.89
101.37,104.50,-146.81
74.33,108.02,-95.09
49.86,60.57,-70.90
29.41,46.27,-60.51
15.69,28.18,-56.07
-1.50,8.25,-54.34
-12.66,0.60,-52.36
-14.65,0.69,-49.91
-14.13,1.64,-47.60
