135.66,-98.88,-106.40
103.81,-100.05,-91.15
13.82,-71.82,-79.88
-1.51,-57.89,-72.91
5.46,-40.05,-68.95
14.88,-20.17,-67.62
26.75,0.02,-67.47
40.43,20.12,-66.78
54.04,39.75,-65.50
65.97,57.76,-65.78
77.58,72.59,-61.16
86.85,86.15,-65.47
94.79,100.31,147.34
100.42,112.15,151.73
104.07,121.92,157.64
106.69,125.03,157.73
106.50,127.50,163.63
104.00,125.62,167.98
97.98,118.58,169.90
90.02,108.92,-178.45
82.38,101.72,-141.53
73.25,72.20,-76.51
64.41,56.26,-58.29
55.44,39.19,-51.46
46.54,19.38,-45.31
40.31,14.50,-40.18
42.40,14.78,-39.39
42.72,13.78,-37.79
43.20,13.71,-34.74
