-1.66,18.69,6.99
5.36,42.18,-1.12
-2.59,61.92,0.77
-12.61,29.45,16.55
-9.69,-25.46,23.56
-0.64,-60.91,-3.34
17.19,-73.59,-35.58
14.30,-70.52,-42.87
5.14,-62.32,-26.36
0.23,-54.93,10.33
-14.85,-33.96,65.81
-32.70,50.70,133.49
-19.61,153.45,16.08
27.73,111.58,-55.11
23.86,41.81,-76.81
-16.65,7.43,-67.95
-4.14,-1.34,-23.16
0.73,-7.92,16.13
8.46,4.74,10.60
