-108.39,-115.13,-107.43
-117.28,-116.62,-110.14
-125.52,-119.92,-113.08
-117.64,-125.96,-116.41
-105.43,-131.79,-116.47
-93.43,-139.45,-117.71
-70.66,-150.97,-115.58
-59.35,-154.74,-114.48
-56.94,-155.52,-117.32
-61.52,-157.89,-126.37
-62.39,-162.29,-136.75
-61.83,-168.82,-143.43
-72.88,178.45,-146.92
-98.69,177.44,-134.37
-102.63,164.53,-133.24
-101.57,158.32,-136.93
-102.75,154.44,-135.23
-103.70,148.84,-125.37
-85.86,153.73,-134.55
-86.67,155.86,-138.37
-83.40,157.12,-140.84
-81.53,158.16,-140.06
-81.39,158.13,-138.77
