145.04,-128.93,-114.83
159.36,-137.45,-118.00
168.36,-144.55,-116.03
175.24,-149.17,-114.20
-179.02,-152.40,-113.33
-174.91,-152.44,-114.16
-170.07,-151.74,-116.80
-162.40,-152.49,-119.38
-154.06,-156.18,-123.40
-147.27,-162.53,-128.48
-143.79,-169.81,-133.40
-146.12,-175.94,-134.39
-157.50,-176.71,-129.12
-154.14,170.35,-131.74
-148.96,161.71,-139.66
-147.96,154.96,-136.88
-148.86,153.41,-133.08
-147.18,154.40,-130.95
-147.19,155.64,-125.88
-147.41,157.77,-128.92
-149.20,158.76,-125.76
-155.99,162.34,-115.72
-166.79,174.32,-108.58
-177.55,-171.82,-106.60
168.72,-155.15,-108.44
155.96,-139.96,-109.83
142.74,-125.62,-113.06
132.97,-114.34,-117.93
128.35,-109.63,-118.60
131.10,-111.08,-119.06
136.15,-113.93,-120.09
137.76,-115.46,-120.38
