-78.01,-108.29,-97.68
-73.33,-108.86,-92.40
-70.06,-71.09,-88.91
-49.41,-71.35,-76.47
-31.55,-71.28,-71.31
33.59,-71.11,-79.42
-31.96,-68.40,-84.89
-66.39,-115.81,-91.07
-54.17,-62.85,-85.91
-20.93,-63.36,-77.34
44.40,-63.88,-66.44
71.94,-64.32,-62.56
84.79,-66.43,-59.90
86.53,-69.22,-57.49
84.40,-71.12,-58.43
78.92,-73.01,-58.69
63.27,-74.79,-60.41
-18.02,-75.80,-65.60
-59.02,-76.07,-70.91
-66.82,-76.59,-75.54
-72.88,-78.07,-81.32
-79.26,-79.95,-88.61
-85.20,-98.00,-103.72
-84.82,-98.47,-106.57
-84.55,-98.79,-107.48
