-46.43,-56.67,-80.04
-45.85,-56.32,-79.83
-45.81,-56.39,-79.73
-46.26,-56.77,-79.74
-47.14,-57.48,-79.79
-48.33,-58.45,-79.86
-62.26,-69.62,-81.04
-63.48,-70.50,-81.23
-63.99,-70.92,-81.26
-63.79,-70.77,-81.22
-63.19,-70.05,-81.50
-62.14,-68.82,-81.88
-60.65,-67.28,-82.17
-58.73,-65.32,-82.50
-48.06,-56.40,-82.34
-45.99,-54.99,-81.99
-44.48,-54.09,-81.65
-43.44,-53.68,-81.22
-43.26,-53.75,-81.01
-44.04,-54.40,-81.01
-45.47,-55.54,-81.04
-47.35,-56.98,-81.11
-49.34,-58.59,-81.15
-60.53,-67.67,-81.24
-62.48,-69.50,-80.78
-63.82,-71.03,-80.00
-64.57,-72.04,-79.21
-64.99,-72.48,-79.01
-64.79,-72.23,-79.14
-64.00,-71.19,-79.83
-62.88,-69.58,-80.91
-61.67,-67.65,-82.23
-60.43,-65.64,-83.56
-52.74,-57.81,-85.06
-50.46,-56.20,-84.68
-48.43,-55.01,-84.10
-46.98,-54.36,-83.56
-46.18,-54.15,-83.15
-46.07,-54.34,-82.88
-46.73,-54.98,-82.77
-47.99,-56.01,-82.78
-49.54,-57.33,-82.72
-51.35,-58.80,-82.75
-61.21,-67.92,-81.03
-63.38,-69.86,-80.43
-64.76,-71.32,-79.49
-65.26,-72.09,-78.61
-65.12,-72.10,-78.32
-64.46,-71.34,-78.78
-63.49,-69.84,-80.11
-62.32,-67.98,-81.62
-61.25,-65.96,-83.40
-54.71,-57.08,-87.64
-53.14,-55.85,-87.45
-51.77,-55.03,-87.08
-50.56,-54.65,-86.46
-49.65,-54.75,-85.71
-49.59,-55.20,-85.31
-50.41,-55.88,-85.29
-51.80,-56.92,-85.39
-53.11,-58.15,-85.24
-54.98,-59.63,-85.36
-64.12,-67.75,-85.38
-66.06,-69.57,-85.14
-67.34,-70.96,-84.60
-67.83,-71.80,-83.83
-67.80,-72.08,-83.27
-67.56,-71.87,-83.30
-66.89,-71.05,-83.74
-66.08,-69.59,-84.92
-65.08,-67.72,-86.34
-63.97,-65.43,-88.07
-56.79,-123.78,-90.55
-54.25,-54.25,-89.99
-51.92,-52.71,-89.34
-50.00,-51.60,-88.71
-48.95,-51.09,-88.28
-49.12,-51.33,-88.23
-50.04,-52.27,-88.17
-51.87,-53.93,-88.26
-54.22,-55.96,-88.47
-57.05,-58.16,-88.97
-67.73,-68.12,-89.50
-69.51,-70.35,-88.83
-70.81,-72.20,-87.88
-71.76,-73.51,-87.17
-72.46,-74.18,-87.20
-72.66,-74.01,-87.86
-72.33,-72.84,-89.22
-71.30,-109.19,-90.67
-69.97,-111.79,-92.31
-68.52,-114.75,-93.96
-62.00,-123.87,-95.26
-59.20,-126.47,-94.62
-56.60,-128.59,-93.91
-54.45,-130.06,-93.23
-52.80,-130.84,-92.52
-52.06,-130.85,-92.00
-52.42,-130.16,-91.79
-53.72,-128.90,-91.92
-56.25,-126.53,-92.19
